Member Joining Date,Membership Start Date,Membership Type Name,Membership Completed On,Division Name
2019-12-27,2021-01-21,Gold Monthly,2021-01-21,Gym Membership
2021-07-05,2021-07-05,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-05,Gym Membership
2021-03-29,2021-03-29,Platinum Monthly ($2.99 Debit/CC Fee),2021-03-29,Gym Membership
2021-04-08,2021-04-08,Platinum Monthly (Pay w Routing/Acct Only),2021-04-08,Gym Membership
2021-02-25,2021-02-25,Platinum Monthly (Pay w Routing/Acct Only),2021-02-25,Gym Membership
2021-06-01,2021-06-01,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-01,Gym Membership
2021-09-12,2021-09-12,Platinum Monthly (No Commitment),2021-09-12,Gym Membership
2021-10-19,2021-10-19,Gold Monthly (Pay w/Routing&Acct Only),2021-10-19,Gym Membership
2021-01-09,2021-01-09,Gold Monthly (Pay w/Routing&Acct Only),2021-01-09,Gym Membership
2021-02-12,2021-02-12,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-12,Gym Membership
2021-05-19,2021-05-19,Gold Monthly (No Commitment),2021-05-19,Gym Membership
2021-05-27,2021-05-27,Gold Monthly (Pay w/Routing&Acct Only),2021-05-27,Gym Membership
2021-01-23,2021-01-23,Platinum Monthly (Pay w Routing/Acct Only),2021-01-23,Gym Membership
2021-10-06,2021-10-06,Diamond Monthly ($2.99 Debit/CC Fee),2021-10-06,Gym Membership
2021-08-17,2021-08-17,Diamond Monthly (Pay w/Routing&Acct Only),2021-08-17,Gym Membership
2021-05-17,2021-05-17,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-17,Gym Membership
2021-03-30,2021-03-30,Gold Monthly (Pay w/Routing&Acct Only),2021-03-30,Gym Membership
2021-03-08,2021-03-08,Platinum Monthly (Pay w Routing/Acct Only),2021-03-08,Gym Membership
2021-01-02,2021-01-02,Gold Monthly (Pay w/Routing&Acct Only),2021-01-02,Gym Membership
2021-05-25,2021-05-25,Platinum Monthly (Pay w Routing/Acct Only),2021-05-25,Gym Membership
2021-01-10,2021-01-10,Gold Monthly (Pay w/Routing&Acct Only),2021-01-10,Gym Membership
2021-01-26,2021-01-26,Gold Monthly (Pay w/Routing&Acct Only),2021-01-26,Gym Membership
2021-08-09,2021-08-09,Gold Monthly (Pay w/Routing&Acct Only),2021-08-09,Gym Membership
2021-09-10,2021-09-10,Diamond Monthly (Pay w/Routing&Acct Only),2021-09-10,Gym Membership
2021-06-23,2021-06-23,Platinum Monthly (Pay w Routing/Acct Only),2021-06-23,Gym Membership
2021-06-21,2021-06-21,Gold Monthly (Pay w/Routing&Acct Only),2021-06-21,Gym Membership
2021-04-07,2021-04-07,Gold Monthly (Pay w/Routing&Acct Only),2021-04-07,Gym Membership
2021-06-14,2021-06-14,Platinum Monthly (No Commitment),2021-06-14,Gym Membership
2021-09-07,2021-09-07,Gold Monthly (No Commitment),2021-09-07,Gym Membership
2021-09-09,2021-09-09,Gold Monthly (Pay w/Routing&Acct Only),2021-09-09,Gym Membership
2021-02-03,2021-02-03,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-03,Gym Membership
2021-09-09,2021-09-09,Platinum Monthly (No Commitment),2021-09-09,Gym Membership
2021-02-10,2021-02-10,Gold Monthly (Pay w/Routing&Acct Only),2021-02-10,Gym Membership
2021-03-29,2021-03-29,Diamond Monthly (Pay w/Routing&Acct Only),2021-03-29,Gym Membership
2021-05-10,2021-05-10,Gold Monthly (Pay w/Routing&Acct Only),2021-05-10,Gym Membership
2021-07-18,2021-07-19,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-18,Gym Membership
2021-09-01,2021-09-01,Platinum Monthly (Pay w Routing/Acct Only),2021-09-01,Gym Membership
2021-01-15,2021-01-15,Gold Monthly (Pay w/Routing&Acct Only),2021-01-15,Gym Membership
2021-01-09,2021-01-09,Platinum Monthly (Pay w Routing/Acct Only),2021-01-09,Gym Membership
2021-01-26,2021-01-26,Platinum Monthly (Pay w Routing/Acct Only),2021-01-26,Gym Membership
2018-01-02,2021-03-05,Platinum Monthly (Pay w Routing/Acct Only),2021-03-05,Gym Membership
2021-02-03,2021-02-03,Platinum Monthly (Pay w Routing/Acct Only),2021-02-03,Gym Membership
2021-07-27,2021-07-27,Platinum Monthly ($2.99 Debit/CC Fee),2021-07-27,Gym Membership
2021-03-28,2021-03-28,Gold Monthly (Pay w/Routing&Acct Only),2021-03-28,Gym Membership
2021-09-30,2021-09-30,Platinum Monthly ($2.99 Debit/CC Fee),2021-09-30,Gym Membership
2021-06-03,2021-06-03,Platinum Monthly (Pay w Routing/Acct Only),2021-06-03,Gym Membership
2021-05-14,2021-05-14,Gold Monthly,2021-05-14,Gym Membership
2021-02-13,2021-02-13,Platinum Monthly (No Commitment),2021-02-13,Gym Membership
2021-01-02,2021-01-02,Diamond Monthly (Pay w/Routing&Acct Only),2021-01-02,Gym Membership
2021-05-07,2021-05-07,Gold Monthly (Pay w/Routing&Acct Only),2021-05-07,Gym Membership
2021-09-20,2021-09-20,Gold Monthly (No Commitment),2021-09-20,Gym Membership
2021-05-21,2021-05-21,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-21,Gym Membership
2021-08-25,2021-08-25,Gold Monthly (Pay w/Routing&Acct Only),2021-08-25,Gym Membership
2021-02-06,2021-02-06,Gold Monthly (Pay w/Routing&Acct Only),2021-02-06,Gym Membership
2021-05-28,2021-05-28,Gold Monthly (Pay w/Routing&Acct Only),2021-05-28,Gym Membership
2021-03-15,2021-03-15,Diamond Monthly (Pay w/Routing&Acct Only),2021-03-15,Gym Membership
2021-04-01,2021-04-01,Platinum Monthly (Pay w Routing/Acct Only),2021-04-01,Gym Membership
2021-04-08,2021-04-08,Gold Monthly (Pay w/Routing&Acct Only),2021-04-08,Gym Membership
2021-03-01,2021-03-01,Platinum Monthly (Pay w Routing/Acct Only),2021-03-01,Gym Membership
2021-05-27,2021-05-27,Gold Monthly (Pay w/Routing&Acct Only),2021-05-27,Gym Membership
2021-01-03,2021-01-03,Gold Paid in Full,2021-01-03,Gym Membership
2021-03-20,2021-03-20,Platinum Monthly (Pay w Routing/Acct Only),2021-03-20,Gym Membership
2021-03-01,2021-03-01,Platinum Monthly (Pay w Routing/Acct Only),2021-03-01,Gym Membership
2021-01-28,2021-01-28,Gold Monthly (Pay w/Routing&Acct Only),2021-01-28,Gym Membership
2021-02-16,2021-02-16,Platinum Monthly (Pay w Routing/Acct Only),2021-02-16,Gym Membership
2021-03-10,2021-03-10,Platinum Monthly (Pay w Routing/Acct Only),2021-03-10,Gym Membership
2021-10-28,2021-10-28,Platinum Paid in Full,2021-10-28,Gym Membership
2021-03-16,2021-03-16,Gold Monthly (Pay w/Routing&Acct Only),2021-03-16,Gym Membership
2021-08-02,2021-08-02,Platinum Monthly (No Commitment),2021-08-02,Gym Membership
2021-07-12,2021-07-12,Platinum Monthly (Pay w Routing/Acct Only),2021-07-12,Gym Membership
2021-04-19,2021-04-19,Platinum Monthly (Pay w Routing/Acct Only),2021-04-19,Gym Membership
2021-10-03,2021-10-03,Platinum Paid in Full,2021-10-03,Gym Membership
2021-06-02,2021-06-02,Gold Monthly (Pay w/Routing&Acct Only),2021-06-02,Gym Membership
2017-07-09,2021-03-22,Platinum Monthly (Pay w Routing/Acct Only),2021-03-22,Gym Membership
2021-08-16,2021-08-16,Platinum Monthly (Pay w Routing/Acct Only),2021-08-16,Gym Membership
2021-04-26,2021-04-26,Gold Monthly (Pay w/Routing&Acct Only),2021-04-26,Gym Membership
2021-04-17,2021-01-29,Diamond Monthly (No Commitment) ,2021-01-29,Gym Membership
2021-05-08,2021-05-08,Platinum Monthly (Pay w Routing/Acct Only),2021-05-08,Gym Membership
2017-01-01,2021-09-13,Gold Monthly (Pay w/Routing&Acct Only),2021-09-13,Gym Membership
2021-03-20,2021-03-20,Diamond Paid in Full,2021-03-20,Gym Membership
2021-02-14,2021-02-14,Diamond Paid in Full,2021-02-14,Gym Membership
2021-07-21,2021-07-21,SILVER SNEAKERS ,2021-07-21,Gym Membership
2021-08-31,2021-08-31,Platinum Monthly (Pay w Routing/Acct Only),2021-08-31,Gym Membership
2021-01-03,2021-01-03,Platinum Paid in Full,2021-01-03,Gym Membership
2021-07-21,2021-07-21,Platinum Monthly (Pay w Routing/Acct Only),2021-07-21,Gym Membership
2021-07-26,2021-07-26,Diamond Monthly ($2.99 Debit/CC Fee),2021-07-26,Gym Membership
2021-01-13,2021-01-13,Gold Monthly (Pay w/Routing&Acct Only),2021-01-13,Gym Membership
2021-05-24,2021-05-24,SILVER SNEAKERS ,2021-05-24,Gym Membership
2021-01-07,2021-01-07,Platinum Paid in Full,2021-01-07,Gym Membership
2021-03-01,2021-03-01,Platinum Monthly (Pay w Routing/Acct Only),2021-03-01,Gym Membership
2021-01-05,2021-01-05,Gold Monthly (Pay w/Routing&Acct Only),2021-01-05,Gym Membership
2021-08-30,2021-08-30,SILVER SNEAKERS ,2021-08-30,Gym Membership
2021-07-05,2021-07-05,Diamond Monthly (No Commitment) ,2021-07-05,Gym Membership
2021-06-09,2021-06-09,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-09,Gym Membership
2021-03-01,2021-03-01,Platinum Monthly (Pay w Routing/Acct Only),2021-03-01,Gym Membership
2021-09-22,2021-09-22,Gold Monthly (Pay w/Routing&Acct Only),2021-09-22,Gym Membership
2021-10-05,2021-10-05,Gold Monthly (Pay w/Routing&Acct Only),2021-10-05,Gym Membership
2021-04-04,2021-04-04,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-04,Gym Membership
2021-05-20,2021-05-20,Gold Monthly (Pay w/Routing&Acct Only),2021-05-20,Gym Membership
2021-10-10,2021-10-10,Platinum Monthly ($2.99 Debit/CC Fee),2021-10-10,Gym Membership
2021-06-20,2021-06-20,Platinum Monthly (Pay w Routing/Acct Only),2021-06-20,Gym Membership
2021-06-04,2021-06-04,SILVER SNEAKERS ,2021-06-04,Gym Membership
2021-08-31,2021-08-31,Platinum Monthly (Pay w Routing/Acct Only),2021-08-31,Gym Membership
2018-07-15,2021-06-30,Gold Monthly (Pay w/Routing&Acct Only),2021-06-30,Gym Membership
2021-02-20,2021-02-20,Platinum Monthly (No Commitment),2021-02-20,Gym Membership
2021-04-25,2021-04-25,Gold Paid in Full,2021-04-25,Gym Membership
2021-01-01,2021-01-01,Gold Monthly,2021-01-01,Gym Membership
2021-07-25,2021-07-25,Platinum Monthly (No Commitment),2021-07-25,Gym Membership
2021-05-21,2021-05-21,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-21,Gym Membership
2021-09-28,2021-09-28,Platinum Monthly ($2.99 Debit/CC Fee),2021-09-28,Gym Membership
2021-04-14,2021-04-15,Platinum Monthly (Pay w Routing/Acct Only),2021-04-14,Gym Membership
2021-09-18,2021-09-18,Gold Monthly (Pay w/Routing&Acct Only),2021-09-18,Gym Membership
2021-03-08,2021-03-08,Platinum Monthly (Pay w Routing/Acct Only),2021-03-08,Gym Membership
2021-01-04,2021-01-04,Gold Monthly (Pay w/Routing&Acct Only),2021-01-04,Gym Membership
2021-03-20,2021-03-20,Platinum Monthly (Pay w Routing/Acct Only),2021-03-20,Gym Membership
2021-03-23,2021-03-23,Platinum Monthly (Pay w Routing/Acct Only),2021-03-23,Gym Membership
2021-10-15,2021-10-15,Gold Paid in Full,2021-10-15,Gym Membership
2021-09-05,2021-09-05,Gold Monthly (Pay w/Routing&Acct Only),2021-09-05,Gym Membership
2021-08-03,2021-08-03,Platinum Monthly (Pay w Routing/Acct Only),2021-08-03,Gym Membership
2021-02-23,2021-02-23,Gold Monthly (Pay w/Routing&Acct Only),2021-02-23,Gym Membership
2021-05-02,2021-05-02,Gold Monthly (Pay w/Routing&Acct Only),2021-05-02,Gym Membership
2021-01-19,2021-01-19,Platinum Monthly (Pay w Routing/Acct Only),2021-01-19,Gym Membership
2021-07-12,2021-07-12,Platinum Paid in Full,2021-07-12,Gym Membership
2021-06-05,2021-06-05,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-05,Gym Membership
2021-06-22,2021-06-22,Platinum Monthly (Pay w Routing/Acct Only),2021-06-22,Gym Membership
2021-05-29,2021-05-29,Platinum Paid in Full,2021-05-29,Gym Membership
2021-03-10,2021-03-10,SILVER SNEAKERS ,2021-03-10,Gym Membership
2021-08-08,2021-08-08,Diamond Monthly (Pay w/Routing&Acct Only),2021-08-08,Gym Membership
2021-05-12,2021-05-17,Diamond Monthly (Pay w/Routing&Acct Only),2021-05-12,Gym Membership
2021-10-12,2021-10-12,Platinum Paid in Full,2021-10-12,Gym Membership
2021-02-12,2021-02-12,Platinum Paid in Full,2021-02-12,Gym Membership
2021-05-03,2021-05-03,Platinum Monthly (Pay w Routing/Acct Only),2021-05-03,Gym Membership
2021-01-11,2021-01-11,Platinum Monthly (Pay w Routing/Acct Only),2021-01-11,Gym Membership
2021-07-02,2021-07-02,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-02,Gym Membership
2021-06-28,2021-06-28,Gold Monthly (No Commitment),2021-06-28,Gym Membership
2021-06-28,2021-06-28,Platinum Monthly (Pay w Routing/Acct Only),2021-06-28,Gym Membership
2021-04-12,2021-04-12,Gold Monthly (Pay w/Routing&Acct Only),2021-04-12,Gym Membership
2017-11-20,2021-01-30,Platinum Monthly (Pay w Routing/Acct Only),2021-01-30,Gym Membership
2021-04-12,2021-04-12,Platinum Monthly (Pay w Routing/Acct Only),2021-04-12,Gym Membership
2021-02-18,2021-02-18,Gold Monthly (Pay w/Routing&Acct Only),2021-02-18,Gym Membership
2021-02-20,2021-02-20,Gold Paid in Full,2021-02-20,Gym Membership
2021-05-27,2021-05-27,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-27,Gym Membership
2021-03-10,2021-03-10,Platinum Monthly (Pay w Routing/Acct Only),2021-03-10,Gym Membership
2021-10-21,2021-10-21,Diamond Monthly ($2.99 Debit/CC Fee),2021-10-21,Gym Membership
2021-01-02,2021-01-29,Platinum Monthly ($2.99 Debit/CC Fee),2021-01-29,Gym Membership
2021-02-04,2021-02-04,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-04,Gym Membership
2021-08-12,2021-08-12,Platinum Monthly (Pay w Routing/Acct Only),2021-08-12,Gym Membership
2021-05-28,2021-05-28,Platinum Monthly (Pay w Routing/Acct Only),2021-05-28,Gym Membership
2021-02-27,2021-02-27,Platinum Monthly (Pay w Routing/Acct Only),2021-02-27,Gym Membership
2021-09-04,2021-09-04,Gold Paid in Full,2021-09-04,Gym Membership
2021-02-26,2021-02-26,Platinum Monthly (Pay w Routing/Acct Only),2021-02-26,Gym Membership
2021-08-19,2021-08-19,Diamond Monthly ($2.99 Debit/CC Fee),2021-08-19,Gym Membership
2019-12-05,2021-05-28,SILVER SNEAKERS ,2021-05-28,Gym Membership
2020-01-23,2021-07-16,SILVER SNEAKERS ,2021-07-16,Gym Membership
2021-05-16,2021-05-16,Gold Paid in Full,2021-05-16,Gym Membership
2021-06-21,2021-06-21,Platinum Monthly ($2.99 Debit/CC Fee),2021-06-21,Gym Membership
2021-03-17,2021-03-17,Platinum Monthly (Pay w Routing/Acct Only),2021-03-17,Gym Membership
2021-10-14,2021-10-14,SILVER SNEAKERS ,2021-10-14,Gym Membership
2021-01-30,2021-01-30,Gold Monthly (Pay w/Routing&Acct Only),2021-01-30,Gym Membership
2021-08-04,2021-08-04,Diamond Monthly (Pay w/Routing&Acct Only),2021-08-04,Gym Membership
2021-06-22,2021-06-22,Platinum Monthly (Pay w Routing/Acct Only),2021-06-22,Gym Membership
2021-08-30,2021-08-30,Platinum Monthly (Pay w Routing/Acct Only),2021-08-30,Gym Membership
2021-07-30,2021-07-30,Gold Monthly (Pay w/Routing&Acct Only),2021-07-30,Gym Membership
2017-06-25,2021-01-21,Gold Monthly,2021-01-21,Gym Membership
2021-04-07,2021-04-07,Platinum Monthly (Pay w Routing/Acct Only),2021-04-07,Gym Membership
2021-04-12,2021-04-12,Platinum Monthly (Pay w Routing/Acct Only),2021-04-12,Gym Membership
2021-08-25,2021-08-25,Gold Monthly (Pay w/Routing&Acct Only),2021-08-25,Gym Membership
2021-03-13,2021-03-13,Platinum Monthly (Pay w Routing/Acct Only),2021-03-13,Gym Membership
2021-02-24,2021-02-24,Gold Monthly (Pay w/Routing&Acct Only),2021-02-24,Gym Membership
2021-01-12,2021-01-12,Diamond Paid in Full,2021-01-12,Gym Membership
2021-09-03,2021-09-03,Gold Monthly (Pay w/Routing&Acct Only),2021-09-03,Gym Membership
2021-01-11,2021-01-11,Platinum Monthly (Pay w Routing/Acct Only),2021-01-11,Gym Membership
2021-07-13,2021-07-13,Gold Monthly (Pay w/Routing&Acct Only),2021-07-13,Gym Membership
2021-04-19,2021-04-19,Gold Monthly (Pay w/Routing&Acct Only),2021-04-19,Gym Membership
2021-05-18,2021-05-18,Platinum Monthly (Pay w Routing/Acct Only),2021-05-18,Gym Membership
2021-05-22,2021-05-22,Gold Monthly (Pay w/Routing&Acct Only),2021-05-22,Gym Membership
2021-07-25,2021-07-25,Diamond Monthly ($2.99 Debit/CC Fee),2021-07-25,Gym Membership
2021-10-13,2021-10-13,Platinum Monthly ($2.99 Debit/CC Fee),2021-10-13,Gym Membership
2021-06-09,2021-06-09,Platinum Monthly (Pay w Routing/Acct Only),2021-06-09,Gym Membership
2021-05-03,2021-05-03,Gold Paid in Full,2021-05-03,Gym Membership
2021-01-17,2021-01-28,Gold Monthly (Pay w/Routing&Acct Only),2021-01-28,Gym Membership
2021-08-26,2021-08-26,Gold Monthly (Pay w/Routing&Acct Only),2021-08-26,Gym Membership
2021-03-02,2021-03-02,Platinum Monthly (Pay w Routing/Acct Only),2021-03-02,Gym Membership
2021-05-12,2021-05-12,Gold Monthly (Pay w/Routing&Acct Only),2021-05-12,Gym Membership
2021-04-30,2021-04-30,Platinum Monthly (Pay w Routing/Acct Only),2021-04-30,Gym Membership
2021-03-09,2021-03-09,Platinum Monthly (Pay w Routing/Acct Only),2021-03-09,Gym Membership
2021-03-03,2021-03-03,Platinum Monthly (Pay w Routing/Acct Only),2021-03-03,Gym Membership
2021-02-01,2021-02-01,Platinum Monthly (Pay w Routing/Acct Only),2021-02-01,Gym Membership
2021-02-02,2021-02-02,Gold Monthly (Pay w/Routing&Acct Only),2021-02-02,Gym Membership
2021-01-19,2021-01-19,Gold Monthly ($2.99 Debit/CC Fee),2021-01-19,Gym Membership
2021-08-14,2021-08-14,Gold Monthly (Pay w/Routing&Acct Only),2021-08-14,Gym Membership
2021-02-11,2021-02-11,Gold Paid in Full,2021-02-11,Gym Membership
2021-09-28,2021-09-28,Gold Monthly ($2.99 Debit/CC Fee),2021-09-28,Gym Membership
2021-05-20,2021-05-20,Gold Paid in Full,2021-05-20,Gym Membership
2021-03-15,2021-03-15,Platinum Monthly ($2.99 Debit/CC Fee),2021-03-15,Gym Membership
2021-03-18,2021-03-18,Gold Monthly (Pay w/Routing&Acct Only),2021-03-18,Gym Membership
2021-06-14,2021-06-14,SILVER SNEAKERS ,2021-06-14,Gym Membership
2021-07-19,2021-07-19,Gold Monthly (Pay w/Routing&Acct Only),2021-07-19,Gym Membership
2021-03-15,2021-03-15,Platinum Monthly (Pay w Routing/Acct Only),2021-03-15,Gym Membership
2021-01-05,2021-01-05,Gold Monthly (Pay w/Routing&Acct Only),2021-01-05,Gym Membership
2021-02-22,2021-02-22,Gold Monthly (Pay w/Routing&Acct Only),2021-02-22,Gym Membership
2021-08-05,2021-08-05,Diamond Monthly ($2.99 Debit/CC Fee),2021-08-05,Gym Membership
2021-01-28,2021-01-28,Gold Paid in Full,2021-01-28,Gym Membership
2021-10-09,2021-10-09,Platinum Monthly (No Commitment),2021-10-09,Gym Membership
2021-03-29,2021-03-29,Platinum Monthly (Pay w Routing/Acct Only),2021-03-29,Gym Membership
2021-08-30,2021-08-30,Platinum Monthly (Pay w Routing/Acct Only),2021-08-30,Gym Membership
2021-03-29,2021-03-29,4x week 3 months (30 session),2021-04-05,Personal Training 
2021-01-18,2021-01-18,Platinum Monthly ($2.99 Debit/CC Fee),2021-01-18,Gym Membership
2021-03-16,2021-03-16,Gold Monthly (Pay w/Routing&Acct Only),2021-03-16,Gym Membership
2021-03-27,2021-03-27,Gold Monthly (Pay w/Routing&Acct Only),2021-03-27,Gym Membership
2021-07-09,2021-07-09,Platinum Paid in Full,2021-07-09,Gym Membership
2021-08-30,2021-08-30,SILVER SNEAKERS ,2021-08-30,Gym Membership
2018-08-08,2021-06-06,Gold Monthly (Pay w/Routing&Acct Only),2021-06-06,Gym Membership
2021-03-19,2021-03-19,Gold Monthly (Pay w/Routing&Acct Only),2021-03-19,Gym Membership
2021-02-01,2021-02-01,Platinum Monthly (Pay w Routing/Acct Only),2021-02-01,Gym Membership
2021-05-27,2021-05-27,Gold Monthly (Pay w/Routing&Acct Only),2021-05-27,Gym Membership
2021-02-28,2021-02-28,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-28,Gym Membership
2021-05-19,2021-05-19,Platinum Monthly (Pay w Routing/Acct Only),2021-05-19,Gym Membership
2021-06-11,2021-06-11,Platinum Monthly (Pay w Routing/Acct Only),2021-06-11,Gym Membership
2021-07-06,2021-07-06,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-06,Gym Membership
2021-03-01,2021-03-01,Gold Monthly (Pay w/Routing&Acct Only),2021-03-01,Gym Membership
2021-10-13,2021-10-13,Diamond Monthly (Pay w/Routing&Acct Only),2021-10-13,Gym Membership
2021-05-10,2021-05-10,Platinum Paid in Full,2021-05-10,Gym Membership
2021-01-16,2021-01-16,Gold Monthly (Pay w/Routing&Acct Only),2021-01-16,Gym Membership
2021-04-12,2021-04-12,Platinum Monthly (Pay w Routing/Acct Only),2021-04-12,Gym Membership
2021-05-02,2021-05-02,Gold Monthly (Pay w/Routing&Acct Only),2021-05-02,Gym Membership
2021-02-12,2021-02-12,Gold Monthly (Pay w/Routing&Acct Only),2021-02-12,Gym Membership
2021-05-11,2021-05-11,Platinum Paid in Full,2021-05-11,Gym Membership
2021-01-18,2021-01-18,SILVER SNEAKERS ,2021-01-18,Gym Membership
2021-06-05,2021-06-05,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-05,Gym Membership
2021-06-03,2021-06-03,Gold Monthly (Pay w/Routing&Acct Only),2021-06-03,Gym Membership
2021-05-03,2021-05-03,Diamond Monthly (No Commitment) ,2021-05-03,Gym Membership
2017-04-25,2021-04-21,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-21,Gym Membership
2021-04-18,2021-04-18,Platinum Monthly (Pay w Routing/Acct Only),2021-04-18,Gym Membership
2018-08-30,2021-02-21,Platinum Monthly (No Commitment),2021-02-21,Gym Membership
2021-07-18,2021-07-18,Platinum Monthly (Pay w Routing/Acct Only),2021-07-18,Gym Membership
2021-06-17,2021-06-17,Platinum Monthly ($2.99 CC Fee),2021-06-17,Gym Membership
2021-01-07,2021-01-07,Platinum Paid in Full,2021-01-07,Gym Membership
2021-03-15,2021-03-15,Gold Monthly (No Commitment),2021-03-15,Gym Membership
2021-03-26,2021-03-26,Platinum Paid in Full,2021-03-26,Gym Membership
2021-09-24,2021-09-24,Platinum Paid in Full,2021-09-24,Gym Membership
2021-09-20,2021-09-21,Platinum Monthly (No Commitment),2021-09-21,Gym Membership
2021-08-06,2021-08-06,SILVER SNEAKERS ,2021-08-06,Gym Membership
2021-01-27,2021-01-27,Platinum Monthly ($2.99 Debit/CC Fee),2021-01-27,Gym Membership
2021-03-30,2021-03-30,Gold Monthly (Pay w/Routing&Acct Only),2021-03-30,Gym Membership
2021-03-06,2021-03-06,SILVER SNEAKERS ,2021-03-06,Gym Membership
2021-10-05,2021-10-05,1x wk 3 months ($180 monthly $540),2021-10-05,Personal Training 
2021-06-10,2021-06-10,Platinum Monthly (Pay w Routing/Acct Only),2021-06-10,Gym Membership
2021-08-02,2021-08-02,Platinum Monthly (Pay w Routing/Acct Only),2021-08-02,Gym Membership
2021-06-28,2021-06-28,Platinum Monthly ($2.99 Debit/CC Fee),2021-06-28,Gym Membership
2021-09-20,2021-09-20,Platinum Monthly (Pay w Routing/Acct Only),2021-09-20,Gym Membership
2021-02-20,2021-02-20,Platinum Monthly ($2.99 Debit/CC Fee),2021-02-20,Gym Membership
2021-03-16,2021-03-16,Platinum Monthly (Pay w Routing/Acct Only),2021-03-16,Gym Membership
2021-08-28,2021-08-28,Platinum Monthly (Pay w Routing/Acct Only),2021-08-28,Gym Membership
2021-06-25,2021-06-25,Gold Monthly (Pay w/Routing&Acct Only),2021-06-25,Gym Membership
2021-02-15,2021-02-15,Platinum Monthly (Pay w Routing/Acct Only),2021-02-15,Gym Membership
2021-09-02,2021-09-02,Platinum Monthly (Pay w Routing/Acct Only),2021-09-02,Gym Membership
2021-05-11,2021-05-11,Diamond Monthly (Pay w/Routing&Acct Only),2021-05-11,Gym Membership
2021-02-20,2021-02-20,Gold Monthly (No Commitment),2021-02-20,Gym Membership
2021-05-27,2021-05-27,Platinum Monthly (Pay w Routing/Acct Only),2021-05-27,Gym Membership
2021-08-02,2021-08-02,Platinum Paid in Full,2021-08-02,Gym Membership
2021-02-13,2021-02-13,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-13,Gym Membership
2021-01-11,2021-01-11,Gold Paid in Full,2021-01-11,Gym Membership
2021-04-10,2021-04-10,Platinum Monthly ($2.99 Debit/CC Fee),2021-04-10,Gym Membership
2021-08-20,2021-08-20,Platinum Monthly (No Commitment),2021-08-20,Gym Membership
2021-02-01,2021-02-01,Gold Monthly (Pay w/Routing&Acct Only),2021-02-01,Gym Membership
2021-05-10,2021-05-10,Gold Monthly (Pay w/Routing&Acct Only),2021-05-10,Gym Membership
2021-06-17,2021-06-17,Gold Monthly (Pay w/Routing&Acct Only),2021-06-17,Gym Membership
2017-11-13,2021-05-05,Diamond Monthly ($2.99 Debit/CC Fee),2021-05-05,Gym Membership
2021-06-02,2021-06-02,Gold Monthly (Pay w/Routing&Acct Only),2021-06-02,Gym Membership
2021-03-07,2021-03-07,Platinum Monthly (Pay w Routing/Acct Only),2021-03-07,Gym Membership
2021-07-12,2021-07-12,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-12,Gym Membership
2021-06-21,2021-06-21,Diamond Paid in Full,2021-06-21,Gym Membership
2021-09-30,2021-09-30,Platinum Monthly ($2.99 Debit/CC Fee),2021-09-30,Gym Membership
2021-04-22,2021-04-22,SILVER SNEAKERS ,2021-04-22,Gym Membership
2021-07-18,2021-07-18,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-18,Gym Membership
2021-04-25,2021-04-25,Gold Monthly (Pay w/Routing&Acct Only),2021-04-25,Gym Membership
2021-01-21,2021-01-21,Gold Monthly (Pay w/Routing&Acct Only),2021-01-21,Gym Membership
2021-09-20,2021-09-20,Gold Monthly (No Commitment),2021-09-20,Gym Membership
2021-06-19,2021-06-19,Platinum Monthly (Pay w Routing/Acct Only),2021-06-19,Gym Membership
2021-05-28,2021-05-28,Gold Monthly (Pay w/Routing&Acct Only),2021-05-28,Gym Membership
2021-01-16,2021-01-16,Diamond Monthly (Pay w/Routing&Acct Only),2021-01-16,Gym Membership
2021-05-03,2021-05-03,Diamond Monthly (Pay w/Routing&Acct Only),2021-05-03,Gym Membership
2021-04-14,2021-04-14,Platinum Monthly (Pay w Routing/Acct Only),2021-04-14,Gym Membership
2021-07-19,2021-07-19,SILVER SNEAKERS ,2021-07-19,Gym Membership
2019-05-08,2021-04-29,Platinum Monthly (Pay w Routing/Acct Only),2021-04-29,Gym Membership
2021-03-19,2021-03-19,Gold Paid in Full,2021-03-19,Gym Membership
2021-05-07,2021-05-07,Gold Monthly (Pay w/Routing&Acct Only),2021-05-07,Gym Membership
